EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education_Label,PerformanceRating_Label,JobSatisfaction_Label,EnvironmentSatisfaction_Label,WorkLifeBalance_Label,TenureBucket,AgeGroup,IncomeBand,AttritionFlag,SatisfactionIndex,HighRisk,AttritionProb,RiskTier
1211,43,Yes,Travel_Rarely,983,Research & Development,27,4,Technical Degree,4,Male,61,4,5,Healthcare Representative,4,Single,3916,16231,2,Yes,23,3,2,0,14,2,2,14,1,12,0,Master,Excellent,Very High,Very High,Medium,10-20 yrs,36-45,3K-6K,1,3.0,1,0.645,High
1212,53,No,Travel_Frequently,619,Research & Development,15,1,Other,4,Female,47,3,1,Manufacturing Director,1,Single,15648,11028,6,No,14,3,3,2,38,5,1,38,3,12,0,Below College,Excellent,Low,Very High,Low,20+ yrs,46-55,15K+,0,2.25,1,0.3357,Medium
1213,59,Yes,Travel_Frequently,977,Sales,25,4,Human Resources,4,Male,87,1,1,Sales Executive,2,Married,6713,10716,0,Yes,21,3,1,3,21,6,2,21,1,5,1,Master,Excellent,Medium,Very High,Medium,20+ yrs,55+,6K-10K,1,2.25,1,0.7125,High
1214,54,No,Travel_Rarely,145,Research & Development,16,3,Marketing,4,Female,53,3,2,Laboratory Technician,3,Married,18921,11443,8,No,21,3,2,2,17,3,2,17,13,8,4,Bachelor,Excellent,High,Very High,Medium,10-20 yrs,46-55,15K+,0,2.75,0,0.3019,Medium
1215,39,Yes,Travel_Rarely,293,Research & Development,15,2,Technical Degree,4,Male,34,3,4,Research Scientist,4,Single,9418,9688,5,No,15,3,4,1,15,4,3,15,12,6,2,College,Excellent,Very High,Very High,High,10-20 yrs,36-45,6K-10K,1,3.75,1,0.5327,Medium
1216,59,Yes,Travel_Rarely,1292,Sales,8,2,Marketing,1,Male,82,2,5,Sales Executive,2,Divorced,3402,6241,2,No,24,3,2,2,1,4,1,1,1,10,1,College,Excellent,Medium,Low,Low,<1 yr,55+,3K-6K,1,1.5,1,0.6375,High
1217,29,No,Travel_Rarely,1245,Sales,19,2,Technical Degree,4,Female,84,4,2,Manager,3,Married,16497,25714,6,No,20,3,1,3,35,6,3,35,33,7,25,College,Excellent,High,Very High,High,20+ yrs,26-35,15K+,0,2.75,0,0.2223,Low
1218,59,Yes,Non-Travel,348,Research & Development,15,1,Other,2,Female,34,3,2,Healthcare Representative,2,Married,5005,10926,4,No,22,4,4,2,19,3,1,19,6,10,4,Below College,Outstanding,Medium,Medium,Low,10-20 yrs,55+,3K-6K,1,2.25,1,0.5803,Medium
1219,30,Yes,Travel_Rarely,1112,Research & Development,18,3,Marketing,1,Female,98,3,1,Manager,1,Divorced,19895,25255,7,Yes,24,3,4,1,15,5,3,15,11,4,5,Bachelor,Excellent,Low,Low,High,10-20 yrs,26-35,15K+,1,2.25,1,0.4806,Medium
1220,28,No,Travel_Rarely,306,Sales,11,5,Human Resources,1,Female,70,3,5,Sales Representative,4,Married,3825,16211,7,Yes,15,3,4,2,2,5,2,2,1,3,0,Doctor,Excellent,Very High,Low,Medium,1-3 yrs,26-35,3K-6K,0,2.75,1,0.4374,Medium
1221,33,No,Travel_Rarely,214,Human Resources,9,2,Human Resources,4,Female,36,4,2,Human Resources,1,Single,6356,18552,8,No,20,3,4,0,29,5,2,29,17,0,9,College,Excellent,Low,Very High,Medium,20+ yrs,26-35,6K-10K,0,2.75,1,0.2049,Low
1222,25,Yes,Travel_Frequently,338,Sales,1,3,Life Sciences,3,Female,30,4,3,Manager,3,Single,16615,15849,5,No,18,3,3,1,1,2,2,1,1,13,0,Bachelor,Excellent,High,High,Medium,<1 yr,18-25,15K+,1,2.75,1,0.6039,High
1223,57,No,Non-Travel,665,Research & Development,9,4,Technical Degree,2,Male,81,3,2,Research Scientist,2,Divorced,2069,11340,3,No,23,3,3,0,34,4,2,34,18,7,8,Master,Excellent,Medium,Medium,Medium,20+ yrs,55+,<3K,0,2.25,1,0.3292,Medium
1224,57,Yes,Non-Travel,1199,Human Resources,28,1,Life Sciences,1,Male,55,4,3,Human Resources,1,Single,2277,10491,1,No,23,4,3,0,25,2,1,25,12,5,8,Below College,Outstanding,Low,Low,Low,20+ yrs,55+,<3K,1,1.5,1,0.6568,High
1225,19,Yes,Travel_Rarely,1292,Research & Development,23,3,Medical,2,Male,92,2,4,Laboratory Technician,1,Married,7599,13513,2,No,13,3,4,3,4,0,4,4,3,3,1,Bachelor,Excellent,Low,Medium,Very High,3-6 yrs,18-25,6K-10K,1,2.75,1,0.637,High
1226,47,No,Travel_Rarely,1171,Research & Development,12,3,Human Resources,3,Female,41,4,3,Healthcare Representative,2,Married,19359,7033,4,No,17,3,1,3,1,1,1,1,0,2,0,Bachelor,Excellent,Medium,High,Low,<1 yr,46-55,15K+,0,1.75,1,0.5434,Medium
1227,47,No,Non-Travel,835,Research & Development,2,5,Technical Degree,1,Male,99,2,3,Research Director,4,Married,6681,2521,7,No,24,3,2,1,19,5,3,19,1,4,0,Doctor,Excellent,Very High,Low,High,10-20 yrs,46-55,6K-10K,0,2.5,0,0.3434,Medium
1228,29,No,Travel_Frequently,1193,Sales,11,3,Other,2,Male,48,2,1,Sales Representative,3,Single,17314,15256,9,No,23,3,4,3,33,0,1,33,7,3,4,Bachelor,Excellent,High,Medium,Low,20+ yrs,26-35,15K+,0,2.5,0,0.3027,Medium
1229,27,Yes,Travel_Rarely,607,Human Resources,21,5,Life Sciences,4,Male,33,2,2,Manager,4,Married,9795,13776,1,No,16,3,1,2,33,1,1,33,18,10,9,Doctor,Excellent,Very High,Very High,Low,20+ yrs,26-35,6K-10K,1,2.5,1,0.5504,Medium
1230,28,No,Travel_Rarely,254,Research & Development,14,1,Other,1,Female,34,1,4,Research Director,3,Married,9724,14793,4,No,20,3,2,1,19,6,3,19,8,10,4,Below College,Excellent,High,Low,High,10-20 yrs,26-35,6K-10K,0,2.25,0,0.3916,Medium
1231,32,No,Travel_Rarely,560,Research & Development,2,1,Other,1,Female,83,4,2,Manufacturing Director,3,Divorced,9804,26877,8,Yes,21,3,4,3,24,4,2,24,3,6,2,Below College,Excellent,High,Low,Medium,20+ yrs,26-35,6K-10K,0,2.5,1,0.3956,Medium
1232,33,Yes,Travel_Rarely,1496,Sales,15,4,Other,1,Male,99,3,3,Sales Representative,1,Single,13552,10844,1,Yes,20,3,2,3,19,1,3,19,15,5,12,Master,Excellent,Low,Low,High,10-20 yrs,26-35,10K-15K,1,1.75,1,0.7182,High
1233,34,No,Travel_Rarely,890,Sales,21,5,Life Sciences,1,Female,86,2,3,Sales Executive,2,Married,3859,5301,7,No,20,3,3,2,24,1,3,24,18,2,11,Doctor,Excellent,Medium,Low,High,20+ yrs,26-35,3K-6K,0,2.25,1,0.3756,Medium
1234,43,No,Travel_Rarely,1325,Sales,23,5,Medical,4,Male,81,3,2,Sales Executive,4,Married,8041,22543,2,No,21,3,3,0,13,3,4,13,9,11,2,Doctor,Excellent,Very High,Very High,Very High,10-20 yrs,36-45,6K-10K,0,3.75,0,0.3859,Medium
1235,19,No,Non-Travel,753,Research & Development,21,2,Life Sciences,3,Male,47,2,4,Manufacturing Director,1,Married,17992,20663,7,No,16,3,3,2,38,1,4,38,37,9,37,College,Excellent,Low,High,Very High,20+ yrs,18-25,15K+,0,2.75,1,0.2714,Low
1236,29,No,Travel_Rarely,416,Research & Development,18,2,Marketing,3,Female,93,3,4,Healthcare Representative,1,Married,11501,11814,3,Yes,20,4,1,0,11,3,2,11,9,12,7,College,Outstanding,Low,High,Medium,10-20 yrs,26-35,10K-15K,0,1.75,1,0.4447,Medium
1237,43,Yes,Non-Travel,550,Research & Development,27,4,Human Resources,2,Male,39,1,1,Healthcare Representative,1,Single,12863,3681,3,No,19,3,3,3,4,1,3,4,4,10,4,Master,Excellent,Low,Medium,High,3-6 yrs,36-45,10K-15K,1,2.25,1,0.635,High
1238,40,No,Non-Travel,676,Research & Development,14,1,Life Sciences,4,Female,52,2,3,Healthcare Representative,4,Single,4647,15116,6,No,24,3,1,0,1,3,3,1,0,11,0,Below College,Excellent,Very High,Very High,High,<1 yr,36-45,3K-6K,0,3.0,0,0.4567,Medium
1239,35,Yes,Travel_Frequently,1219,Human Resources,21,2,Life Sciences,4,Male,97,1,3,Manager,1,Married,15805,2091,4,No,25,4,3,0,15,4,3,15,6,15,1,College,Outstanding,Low,Very High,High,10-20 yrs,26-35,15K+,1,2.75,1,0.5473,Medium
1240,49,No,Travel_Rarely,595,Sales,28,3,Medical,2,Male,81,1,1,Sales Representative,2,Married,15392,5706,3,Yes,17,3,3,3,29,4,1,29,3,13,1,Bachelor,Excellent,Medium,Medium,Low,20+ yrs,46-55,15K+,0,2.0,1,0.4655,Medium
1241,55,No,Travel_Rarely,461,Research & Development,12,1,Marketing,4,Female,76,4,2,Healthcare Representative,1,Married,7016,18147,6,No,23,3,3,1,37,1,4,37,35,0,11,Below College,Excellent,Low,Very High,Very High,20+ yrs,46-55,6K-10K,0,3.0,1,0.2485,Low
1242,20,No,Travel_Rarely,556,Research & Development,10,3,Life Sciences,4,Male,99,3,3,Research Director,1,Single,2929,2960,2,Yes,21,3,1,2,23,6,4,23,18,13,6,Bachelor,Excellent,Low,Very High,Very High,20+ yrs,18-25,<3K,0,2.5,1,0.5075,Medium
1243,55,Yes,Travel_Frequently,1301,Research & Development,14,5,Human Resources,1,Female,55,2,2,Manufacturing Director,3,Single,18367,22543,8,No,17,3,2,3,29,6,2,29,27,6,18,Doctor,Excellent,High,Low,Medium,20+ yrs,46-55,15K+,1,2.0,1,0.5159,Medium
1244,20,No,Travel_Rarely,228,Research & Development,22,1,Human Resources,1,Female,99,1,4,Manager,1,Single,15945,2843,4,No,21,3,1,2,36,2,4,36,18,4,13,Below College,Excellent,Low,Low,Very High,20+ yrs,18-25,15K+,0,1.75,1,0.4281,Medium
1245,47,No,Travel_Rarely,1162,Research & Development,15,4,Life Sciences,1,Male,72,3,5,Healthcare Representative,4,Single,16768,18602,2,Yes,24,3,4,2,38,6,4,38,11,0,8,Master,Excellent,Very High,Low,Very High,20+ yrs,46-55,15K+,0,3.25,1,0.3954,Medium
1246,18,No,Travel_Rarely,911,Research & Development,5,5,Other,4,Male,98,4,1,Laboratory Technician,4,Married,1333,10895,1,No,11,4,4,0,10,4,2,10,8,0,1,Doctor,Outstanding,Very High,Very High,Medium,6-10 yrs,18-25,<3K,0,3.5,0,0.301,Medium
1247,47,No,Non-Travel,972,Sales,2,5,Other,4,Male,92,3,3,Sales Representative,2,Divorced,14893,24412,6,Yes,11,3,1,3,13,0,3,13,3,5,2,Doctor,Excellent,Medium,Very High,High,10-20 yrs,46-55,10K-15K,0,2.5,1,0.5021,Medium
1248,49,Yes,Travel_Rarely,449,Sales,22,3,Marketing,3,Male,95,3,1,Manager,4,Single,18098,2246,6,No,19,3,1,1,22,6,1,22,9,3,2,Bachelor,Excellent,Very High,High,Low,20+ yrs,46-55,15K+,1,2.25,1,0.385,Medium
1249,45,Yes,Travel_Rarely,744,Human Resources,6,5,Human Resources,1,Male,92,4,4,Human Resources,4,Married,14539,15251,4,Yes,19,3,2,2,15,0,2,15,4,13,2,Doctor,Excellent,Very High,Low,Medium,10-20 yrs,36-45,10K-15K,1,2.25,1,0.4446,Medium
1250,38,No,Travel_Rarely,551,Research & Development,12,2,Other,2,Male,42,4,4,Research Scientist,1,Single,15036,14229,3,No,22,3,1,2,20,3,4,20,6,7,1,College,Excellent,Low,Medium,Very High,10-20 yrs,36-45,15K+,0,2.0,1,0.412,Medium
1251,30,No,Travel_Rarely,208,Research & Development,2,1,Human Resources,4,Male,80,4,4,Research Scientist,2,Married,15011,7109,1,No,21,3,3,1,3,2,2,3,1,1,0,Below College,Excellent,Medium,Very High,Medium,1-3 yrs,26-35,15K+,0,2.75,1,0.4889,Medium
1252,44,Yes,Travel_Frequently,1331,Research & Development,29,2,Marketing,1,Male,34,1,4,Manager,4,Single,3714,26632,1,No,20,3,2,2,32,5,4,32,4,3,0,College,Excellent,Very High,Low,Very High,20+ yrs,36-45,3K-6K,1,2.75,1,0.5867,Medium
1253,53,Yes,Travel_Rarely,676,Sales,29,3,Marketing,3,Female,76,3,5,Sales Representative,2,Divorced,14100,14151,6,No,13,3,1,3,13,3,3,13,0,11,0,Bachelor,Excellent,Medium,High,High,10-20 yrs,46-55,10K-15K,1,2.25,1,0.6521,High
1254,24,Yes,Travel_Rarely,340,Sales,4,3,Other,1,Female,65,4,2,Sales Representative,2,Married,12203,15397,9,No,25,3,1,1,18,1,3,18,17,12,3,Bachelor,Excellent,Medium,Low,High,10-20 yrs,18-25,10K-15K,1,1.75,1,0.6315,High
1255,39,No,Travel_Rarely,690,Research & Development,7,1,Life Sciences,3,Female,65,3,2,Research Scientist,3,Divorced,1766,24508,6,Yes,21,3,4,3,4,6,3,4,2,7,1,Below College,Excellent,High,High,High,3-6 yrs,36-45,<3K,0,3.25,1,0.4805,Medium
1256,27,No,Non-Travel,1211,Research & Development,16,5,Technical Degree,3,Male,79,3,5,Laboratory Technician,3,Divorced,14780,8325,3,No,21,4,2,1,35,4,4,35,20,14,18,Doctor,Outstanding,High,High,Very High,20+ yrs,26-35,10K-15K,0,3.0,0,0.2099,Low
1257,56,No,Travel_Rarely,1385,Sales,1,4,Medical,4,Female,85,1,2,Sales Executive,1,Married,1139,24691,3,No,18,3,4,2,30,2,2,30,21,14,12,Master,Excellent,Low,Very High,Medium,20+ yrs,55+,<3K,0,2.75,1,0.3251,Medium
1258,32,Yes,Travel_Rarely,677,Research & Development,1,3,Technical Degree,3,Male,48,3,4,Research Director,4,Married,19212,12050,3,No,19,4,1,1,17,3,4,17,6,11,3,Bachelor,Outstanding,Very High,High,Very High,10-20 yrs,26-35,15K+,1,3.0,1,0.5536,Medium
1259,32,No,Travel_Rarely,424,Sales,14,1,Technical Degree,3,Female,49,1,2,Sales Representative,1,Single,9801,3912,1,No,11,3,2,3,30,3,3,30,17,7,9,Below College,Excellent,Low,High,High,20+ yrs,26-35,6K-10K,0,2.25,1,0.3877,Medium
1260,21,No,Travel_Rarely,470,Research & Development,11,4,Human Resources,2,Female,51,4,1,Laboratory Technician,1,Married,8806,6221,8,No,22,3,3,1,29,0,3,29,25,15,21,Master,Excellent,Low,Medium,High,20+ yrs,18-25,6K-10K,0,2.25,1,0.249,Low
1261,49,No,Travel_Rarely,204,Sales,12,5,Marketing,3,Male,60,4,2,Manager,2,Divorced,19280,9374,0,No,24,3,1,2,20,1,3,20,5,15,4,Doctor,Excellent,Medium,High,High,10-20 yrs,46-55,15K+,0,2.25,1,0.3042,Medium
1262,40,No,Non-Travel,197,Research & Development,11,3,Human Resources,2,Female,91,3,1,Manufacturing Director,2,Single,6347,2266,7,No,13,4,1,0,29,3,4,29,17,4,2,Bachelor,Outstanding,Medium,Medium,Very High,20+ yrs,36-45,6K-10K,0,2.25,1,0.3022,Medium
1263,23,Yes,Travel_Rarely,195,Research & Development,6,1,Other,2,Female,73,1,3,Healthcare Representative,2,Divorced,1447,16689,5,No,23,3,4,2,40,0,1,40,15,2,15,Below College,Excellent,Medium,Medium,Low,20+ yrs,18-25,<3K,1,2.25,1,0.592,Medium
1264,41,No,Travel_Rarely,145,Research & Development,23,1,Medical,1,Female,97,1,1,Laboratory Technician,1,Married,4094,21866,9,Yes,16,3,3,2,3,2,3,3,1,12,1,Below College,Excellent,Low,Low,High,1-3 yrs,36-45,3K-6K,0,2.0,1,0.4549,Medium
1265,37,No,Travel_Rarely,989,Sales,12,1,Other,1,Female,96,2,1,Sales Executive,4,Divorced,15127,15910,6,No,25,3,1,0,4,3,2,4,2,14,2,Below College,Excellent,Very High,Low,Medium,3-6 yrs,36-45,15K+,0,2.0,0,0.2195,Low
1266,54,No,Travel_Rarely,130,Sales,21,3,Life Sciences,4,Male,78,2,4,Sales Executive,1,Divorced,14083,19915,4,No,14,3,4,1,40,5,3,40,0,3,0,Bachelor,Excellent,Low,Very High,High,20+ yrs,46-55,10K-15K,0,3.0,1,0.4677,Medium
1267,37,No,Travel_Rarely,507,Research & Development,12,4,Medical,4,Male,88,4,4,Research Director,1,Married,19666,12198,5,No,18,3,4,2,9,5,4,9,8,2,2,Master,Excellent,Low,Very High,Very High,6-10 yrs,36-45,15K+,0,3.25,1,0.2921,Low
1268,29,No,Travel_Rarely,1498,Research & Development,10,1,Human Resources,4,Male,33,4,4,Research Director,1,Married,11349,6564,5,No,25,3,1,0,26,0,2,26,25,10,13,Below College,Excellent,Low,Very High,Medium,20+ yrs,26-35,10K-15K,0,2.0,1,0.3432,Medium
1269,50,No,Travel_Rarely,815,Research & Development,8,5,Human Resources,3,Female,68,2,1,Research Scientist,3,Married,1708,6228,8,Yes,19,3,2,3,15,5,4,15,10,1,0,Doctor,Excellent,High,High,Very High,10-20 yrs,46-55,<3K,0,3.0,1,0.4043,Medium
1270,45,Yes,Travel_Rarely,743,Sales,27,1,Other,1,Male,36,1,5,Manager,3,Divorced,2385,9155,9,No,17,3,1,0,29,1,1,29,19,13,0,Below College,Excellent,High,Low,Low,20+ yrs,36-45,<3K,1,1.5,1,0.5903,Medium
1271,25,Yes,Travel_Frequently,797,Research & Development,20,4,Human Resources,3,Female,78,3,4,Manager,4,Divorced,19999,17184,3,No,21,3,3,2,12,4,1,12,4,3,2,Master,Excellent,Very High,High,Low,10-20 yrs,18-25,15K+,1,2.75,1,0.497,Medium
1272,18,No,Travel_Rarely,1072,Research & Development,19,3,Human Resources,1,Male,44,3,4,Manufacturing Director,3,Married,16918,2317,4,No,11,3,1,3,35,5,4,35,22,8,22,Bachelor,Excellent,High,Low,Very High,20+ yrs,18-25,15K+,0,2.25,0,0.2187,Low
1273,54,Yes,Travel_Rarely,800,Research & Development,7,1,Technical Degree,3,Male,36,1,1,Research Director,1,Married,10909,2710,3,Yes,24,3,2,2,20,2,3,20,0,5,0,Below College,Excellent,Low,High,High,10-20 yrs,46-55,10K-15K,1,2.25,1,0.626,High
1274,39,Yes,Travel_Rarely,975,Sales,14,1,Life Sciences,4,Male,76,4,3,Sales Executive,3,Married,10393,13388,0,Yes,12,3,4,0,39,3,2,39,18,3,14,Below College,Excellent,High,Very High,Medium,20+ yrs,36-45,10K-15K,1,3.25,1,0.6481,High
1275,23,Yes,Travel_Rarely,1005,Research & Development,4,5,Technical Degree,1,Female,97,3,3,Research Director,3,Divorced,2679,10642,9,No,11,3,3,3,14,0,3,14,13,0,11,Doctor,Excellent,High,Low,High,10-20 yrs,18-25,<3K,1,2.5,1,0.53,Medium
1276,38,Yes,Non-Travel,908,Sales,1,5,Human Resources,1,Male,74,1,2,Sales Executive,1,Married,13186,20127,5,No,19,3,3,2,19,3,4,19,2,13,0,Doctor,Excellent,Low,Low,Very High,10-20 yrs,36-45,10K-15K,1,2.25,1,0.6092,High
1277,49,Yes,Travel_Rarely,1432,Sales,27,1,Marketing,2,Male,48,3,3,Sales Representative,4,Divorced,12436,3323,4,No,14,4,3,0,19,4,4,19,1,6,1,Below College,Outstanding,Very High,Medium,Very High,10-20 yrs,46-55,10K-15K,1,3.25,1,0.5838,Medium
1278,52,No,Travel_Rarely,698,Human Resources,8,1,Technical Degree,1,Male,76,1,4,Human Resources,3,Married,7804,13752,3,Yes,20,3,3,3,4,3,3,4,4,1,1,Below College,Excellent,High,Low,High,3-6 yrs,46-55,6K-10K,0,2.5,1,0.3713,Medium
1279,32,Yes,Travel_Rarely,1066,Sales,5,5,Human Resources,1,Male,82,2,5,Sales Representative,1,Single,4822,21064,5,No,24,3,2,2,31,3,2,31,16,11,4,Doctor,Excellent,Low,Low,Medium,20+ yrs,26-35,3K-6K,1,1.5,1,0.6059,High
1280,22,Yes,Travel_Frequently,732,Research & Development,29,4,Human Resources,3,Male,56,2,2,Research Scientist,1,Married,2534,6237,4,Yes,18,3,2,0,5,0,2,5,3,5,0,Master,Excellent,Low,High,Medium,3-6 yrs,18-25,<3K,1,2.0,1,0.7163,High
1281,23,Yes,Travel_Rarely,234,Research & Development,8,2,Life Sciences,4,Female,34,3,5,Manager,1,Married,13629,5051,2,Yes,15,3,2,2,29,4,2,29,17,9,13,College,Excellent,Low,Very High,Medium,20+ yrs,18-25,10K-15K,1,2.25,1,0.5817,Medium
1282,42,Yes,Travel_Rarely,427,Research & Development,8,2,Other,2,Male,89,3,5,Manufacturing Director,2,Single,15764,23048,1,No,15,3,2,2,25,2,2,25,0,0,0,College,Excellent,Medium,Medium,Medium,20+ yrs,36-45,15K+,1,2.0,1,0.5947,Medium
1283,57,No,Travel_Rarely,298,Research & Development,28,1,Medical,3,Male,91,3,4,Healthcare Representative,1,Single,14265,12543,5,No,15,3,4,2,36,0,2,36,14,12,1,Below College,Excellent,Low,High,Medium,20+ yrs,55+,10K-15K,0,2.5,1,0.484,Medium
1284,46,No,Travel_Frequently,782,Sales,21,5,Technical Degree,1,Female,88,3,1,Sales Executive,3,Married,13226,21088,3,Yes,21,4,1,1,12,6,1,12,5,6,4,Doctor,Outstanding,High,Low,Low,10-20 yrs,46-55,10K-15K,0,1.5,1,0.3692,Medium
1285,24,No,Travel_Rarely,1383,Research & Development,24,3,Technical Degree,3,Female,90,2,1,Laboratory Technician,3,Single,11350,7675,9,No,15,3,2,2,28,4,1,28,8,3,5,Bachelor,Excellent,High,High,Low,20+ yrs,18-25,10K-15K,0,2.25,0,0.3597,Medium
1286,57,Yes,Travel_Rarely,223,Research & Development,7,3,Technical Degree,4,Female,85,2,1,Research Director,1,Single,12818,8787,2,Yes,13,3,1,3,4,4,4,4,2,10,1,Bachelor,Excellent,Low,Very High,Very High,3-6 yrs,55+,10K-15K,1,2.5,1,0.6735,High
1287,30,Yes,Travel_Rarely,853,Sales,29,2,Human Resources,2,Male,76,1,3,Sales Executive,2,Married,1664,4640,7,Yes,16,3,3,0,24,3,1,24,22,2,8,College,Excellent,Medium,Medium,Low,20+ yrs,26-35,<3K,1,2.0,1,0.7011,High
1288,55,No,Travel_Rarely,481,Research & Development,19,4,Life Sciences,3,Female,77,3,1,Research Scientist,2,Divorced,5458,14317,8,Yes,24,3,4,0,12,1,2,12,4,9,4,Master,Excellent,Medium,High,Medium,10-20 yrs,46-55,3K-6K,0,2.75,1,0.3873,Medium
1289,35,Yes,Travel_Rarely,670,Sales,4,2,Human Resources,1,Female,39,2,4,Sales Representative,2,Married,5268,13640,6,No,11,3,4,1,23,1,2,23,12,6,1,College,Excellent,Medium,Low,Medium,20+ yrs,26-35,3K-6K,1,2.25,1,0.608,High
1290,19,Yes,Travel_Rarely,1232,Sales,27,1,Human Resources,3,Female,61,4,3,Sales Representative,3,Divorced,2031,9376,1,Yes,18,4,1,1,30,2,2,30,18,12,15,Below College,Outstanding,High,High,Medium,20+ yrs,18-25,<3K,1,2.25,1,0.6272,High
1291,25,No,Travel_Rarely,1164,Research & Development,28,4,Other,1,Male,94,1,1,Manufacturing Director,2,Married,19999,10138,7,No,23,3,1,1,19,3,4,19,9,2,4,Master,Excellent,Medium,Low,Very High,10-20 yrs,18-25,15K+,0,2.0,1,0.3425,Medium
1292,28,No,Travel_Frequently,897,Sales,29,3,Marketing,2,Male,53,1,5,Sales Representative,4,Single,3944,7362,4,Yes,14,3,1,2,7,1,4,7,3,7,0,Bachelor,Excellent,Very High,Medium,Very High,6-10 yrs,26-35,3K-6K,0,2.75,1,0.443,Medium
1293,50,Yes,Travel_Rarely,990,Research & Development,23,5,Life Sciences,2,Female,58,1,4,Manager,4,Married,5092,2694,9,Yes,16,3,4,2,8,0,3,8,8,10,6,Doctor,Excellent,Very High,Medium,High,6-10 yrs,46-55,3K-6K,1,3.25,1,0.581,Medium
1294,55,No,Travel_Frequently,1269,Research & Development,20,5,Technical Degree,3,Male,36,4,4,Research Scientist,2,Married,17106,22637,6,Yes,12,3,2,3,20,2,1,20,20,15,14,Doctor,Excellent,Medium,High,Low,10-20 yrs,46-55,15K+,0,2.0,1,0.3259,Medium
1295,44,Yes,Travel_Frequently,275,Research & Development,6,1,Medical,2,Male,46,4,2,Research Scientist,4,Married,2072,12385,4,No,12,3,4,0,19,3,1,19,13,3,4,Below College,Excellent,Very High,Medium,Low,10-20 yrs,36-45,<3K,1,2.75,1,0.5675,Medium
1296,37,No,Travel_Rarely,1402,Sales,12,2,Technical Degree,4,Female,54,4,4,Sales Executive,1,Single,15091,26915,1,No,18,3,2,0,14,5,3,14,5,2,2,College,Excellent,Low,Very High,High,10-20 yrs,36-45,15K+,0,2.5,1,0.3571,Medium
1297,29,No,Travel_Rarely,479,Sales,18,1,Human Resources,3,Female,65,2,5,Sales Executive,2,Married,7083,17201,3,No,24,3,3,2,25,0,3,25,20,6,13,Below College,Excellent,Medium,High,High,20+ yrs,26-35,6K-10K,0,2.75,1,0.4393,Medium
1298,60,No,Travel_Rarely,264,Sales,12,5,Life Sciences,1,Male,90,4,4,Sales Executive,2,Single,19999,3768,4,No,11,3,2,0,10,1,1,10,9,6,8,Doctor,Excellent,Medium,Low,Low,6-10 yrs,55+,15K+,0,1.5,1,0.4079,Medium
1299,48,No,Non-Travel,863,Research & Development,18,3,Life Sciences,3,Female,64,1,2,Research Scientist,2,Married,2601,26667,5,No,18,3,1,2,36,1,2,36,10,15,2,Bachelor,Excellent,Medium,High,Medium,20+ yrs,46-55,<3K,0,2.0,1,0.3212,Medium
1300,44,No,Non-Travel,714,Research & Development,3,5,Life Sciences,1,Male,79,3,4,Research Director,1,Single,10909,14616,4,No,25,3,2,1,40,1,1,40,6,8,2,Doctor,Excellent,Low,Low,Low,20+ yrs,36-45,10K-15K,0,1.25,1,0.4046,Medium
1301,49,No,Travel_Rarely,1484,Research & Development,10,4,Marketing,2,Male,85,1,4,Manager,1,Married,19999,2171,9,Yes,20,3,2,2,10,1,2,10,0,9,0,Master,Excellent,Low,Medium,Medium,6-10 yrs,46-55,15K+,0,1.75,1,0.4588,Medium
1302,27,No,Travel_Rarely,272,Human Resources,7,5,Technical Degree,1,Female,94,1,2,Human Resources,2,Married,8028,4749,0,No,20,3,4,3,26,4,4,26,17,6,9,Doctor,Excellent,Medium,Low,Very High,20+ yrs,26-35,6K-10K,0,2.75,1,0.3105,Medium
1303,20,No,Non-Travel,862,Sales,3,5,Marketing,1,Male,70,2,4,Manager,3,Single,16225,5102,0,No,25,3,1,2,29,5,1,29,6,5,3,Doctor,Excellent,High,Low,Low,20+ yrs,18-25,15K+,0,1.5,1,0.3191,Medium
1304,44,No,Travel_Rarely,1300,Research & Development,28,4,Other,1,Male,54,1,3,Research Scientist,3,Married,3126,19004,2,No,11,3,3,2,18,2,1,18,5,2,5,Master,Excellent,High,Low,Low,10-20 yrs,36-45,3K-6K,0,2.0,0,0.3501,Medium
1305,52,Yes,Travel_Frequently,1172,Research & Development,19,2,Medical,1,Female,63,2,4,Research Director,4,Married,10334,16607,8,No,25,4,2,0,33,2,4,33,10,3,9,College,Outstanding,Very High,Low,Very High,20+ yrs,46-55,10K-15K,1,2.75,1,0.4169,Medium
1306,48,No,Travel_Rarely,1234,Research & Development,13,5,Other,4,Male,37,2,1,Manufacturing Director,1,Divorced,10869,7214,1,No,19,4,3,2,37,1,4,37,15,7,2,Doctor,Outstanding,Low,Very High,Very High,20+ yrs,46-55,10K-15K,0,3.0,1,0.2906,Low
